# Android SDK 34 - @RequiresPermission Annotations
# Total methods: 2085
# Format: class_name | method_name | permissions

android.accessibilityservice.AccessibilityService|dispatchGesture|android.permission.USE_FINGERPRINT
android.telecom.to|acceptRingingCall|android.permission.ANSWER_PHONE_CALLS, android.permission.MODIFY_PHONE_STATE
android.telecom.to|acceptRingingCall|android.permission.ANSWER_PHONE_CALLS, android.permission.MODIFY_PHONE_STATE
android.telecom.to|cancelMissedCallsNotification|android.permission.MODIFY_PHONE_STATE
android.telecom.to|dumpAnalytics|android.permission.DUMP
android.telecom.to|enablePhoneAccount|android.permission.MODIFY_PHONE_STATE
android.telecom.to|endCall|android.permission.ANSWER_PHONE_CALLS
android.telecom.to|getAdnUriForPhoneAccount|android.permission.MODIFY_PHONE_STATE
android.telecom.to|getCallCapablePhoneAccounts|android.permission.READ_PHONE_STATE
android.telecom.to|getDefaultOutgoingPhoneAccount|android.permission.READ_PHONE_STATE
android.telecom.to|getLine1Number|android.permission.READ_PHONE_NUMBERS, android.permission.READ_SMS, android.permission.READ_PHONE_STATE
android.telecom.to|getPhoneAccountsForPackage|android.permission.READ_PHONE_STATE, android.permission.MANAGE_OWN_CALLS
android.telecom.to|getPhoneAccountsSupportingScheme|android.permission.READ_PHONE_STATE
android.telecom.to|getVoiceMailNumber|android.permission.READ_PHONE_STATE
android.telecom.to|handleMmi|android.permission.MODIFY_PHONE_STATE
android.telecom.to|handleMmi|android.permission.MODIFY_PHONE_STATE
android.telecom.to|isInCall|android.permission.READ_PHONE_STATE
android.telecom.to|isInEmergencyCall|android.permission.MODIFY_PHONE_STATE
android.telecom.to|isInManagedCall|android.permission.READ_PHONE_STATE
android.telecom.to|isInSelfManagedCall|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telecom.to|isRinging|android.permission.READ_PHONE_STATE
android.telecom.to|isTtySupported|android.permission.READ_PHONE_STATE
android.telecom.to|isVoiceMailNumber|android.permission.READ_PHONE_STATE
android.telecom.to|placeCall|android.permission.MANAGE_OWN_CALLS, android.permission.CALL_PHONE
android.telecom.to|setDefaultDialer|android.permission.WRITE_SECURE_SETTINGS, android.permission.MODIFY_PHONE_STATE
android.telecom.to|setUserSelectedOutgoingPhoneAccount|android.permission.READ_PHONE_STATE, android.permission.MODIFY_PHONE_STATE
android.telecom.to|showInCallScreen|android.permission.READ_PHONE_STATE
android.telecom.to|silenceRinger|android.permission.MODIFY_PHONE_STATE
android.telecom.to|startConference|android.permission.CALL_PHONE
android.telephony.AnomalyReporter|initialize|android.permission.MODIFY_PHONE_STATE
android.telephony.BootstrapAuthenticationCallback|bootstrapAuthenticationRequest|android.permission.PERFORM_IMS_SINGLE_REGISTRATION, android.permission.MODIFY_PHONE_STATE
android.telephony.BootstrapAuthenticationCallback|clearSignalStrengthUpdateRequest|android.permission.MODIFY_PHONE_STATE
android.telephony.BootstrapAuthenticationCallback|prepareForUnattendedReboot|android.permission.REBOOT, android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.BootstrapAuthenticationCallback|setSignalStrengthUpdateRequest|android.permission.MODIFY_PHONE_STATE
android.telephony.Builder|getSignalThresholdInfos|android.permission.LISTEN_ALWAYS_REPORTED_SIGNAL_STRENGTH
android.telephony.CallComposerException|getAllCellInfo|android.permission.ACCESS_FINE_LOCATION
android.telephony.CallComposerException|getCdmaEriText|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getCdmaEriText|android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getDataActivity|android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getGroupIdLevel1|android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getGroupIdLevel1|android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getImsPrivateUserIdentity|android.permission.USE_ICC_AUTH_WITH_DEVICE_IDENTIFIER
android.telephony.CallComposerException|getImsPublicUserIdentities|android.permission.READ_PHONE_NUMBERS, android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.CallComposerException|getIsimDomain|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.CallComposerException|getIsimImpu|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.CallComposerException|getLine1AlphaTag|android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getLine1AlphaTag|android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getLine1Number|android.permission.READ_PHONE_NUMBERS, android.permission.READ_SMS, android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getLine1Number|android.permission.READ_PHONE_NUMBERS, android.permission.READ_SMS, android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getMsisdn|android.permission.READ_PHONE_NUMBERS, android.permission.READ_SMS, android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getMsisdn|android.permission.READ_PHONE_NUMBERS, android.permission.READ_SMS, android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getVisualVoicemailPackageName|android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getVoiceMailAlphaTag|android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getVoiceMailAlphaTag|android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getVoiceMailNumber|android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getVoiceMailNumber|android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getVoiceMessageCount|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|getVoiceMessageCount|android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|isVisualVoicemailEnabled|android.permission.READ_PHONE_STATE
android.telephony.CallComposerException|sendVisualVoicemailSmsForSubscriber|android.permission.SEND_SMS
android.telephony.CallComposerException|setDataActivationState|android.permission.MODIFY_PHONE_STATE
android.telephony.CallComposerException|setDataActivationState|android.permission.MODIFY_PHONE_STATE
android.telephony.CallComposerException|setVoiceActivationState|android.permission.MODIFY_PHONE_STATE
android.telephony.CallComposerException|setVoiceActivationState|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|answerRingingCall|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|call|android.permission.CALL_PHONE
android.telephony.CellInfoCallback|checkCarrierPrivilegesForPackage|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.CellInfoCallback|checkCarrierPrivilegesForPackageAnyPhone|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.CellInfoCallback|dial|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.CellInfoCallback|endCall|android.permission.CALL_PHONE
android.telephony.CellInfoCallback|getAvailableNetworks|android.permission.ACCESS_COARSE_LOCATION, android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|getCarrierPackageNamesForIntentAndPhone|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.CellInfoCallback|getCarrierPrivilegedPackagesForAllActiveSubscriptions|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.CellInfoCallback|getCdmaMdn|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|getCdmaMdn|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|getCdmaMin|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|getCdmaMin|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|getForbiddenPlmns|android.permission.READ_PHONE_STATE
android.telephony.CellInfoCallback|getForbiddenPlmns|android.permission.READ_PHONE_STATE
android.telephony.CellInfoCallback|getIsimIst|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.CellInfoCallback|getPackagesWithCarrierPrivileges|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.CellInfoCallback|getSimServiceTable|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.CellInfoCallback|iccCloseLogicalChannelByPort|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|iccCloseLogicalChannelBySlot|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|iccOpenLogicalChannelByPort|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|iccOpenLogicalChannelBySlot|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|iccTransmitApduBasicChannelByPort|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|iccTransmitApduBasicChannelBySlot|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|iccTransmitApduLogicalChannelByPort|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|iccTransmitApduLogicalChannelBySlot|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|isIdle|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.CellInfoCallback|isInEmergencySmsMode|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.CellInfoCallback|isOffhook|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.CellInfoCallback|isRadioOn|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.CellInfoCallback|isRinging|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.CellInfoCallback|isTetheringApnRequired|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|isValidAllowedNetworkTypesReason|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.CellInfoCallback|rebootModem|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|rebootRadio|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|requestCellInfoUpdate|android.permission.ACCESS_FINE_LOCATION
android.telephony.CellInfoCallback|requestCellInfoUpdate|android.permission.MODIFY_PHONE_STATE, android.permission.ACCESS_FINE_LOCATION
android.telephony.CellInfoCallback|requestNetworkScan|android.permission.ACCESS_FINE_LOCATION, android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|requestNetworkScan|android.permission.ACCESS_FINE_LOCATION, android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|requestNumberVerification|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|resetIms|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|resetRadioConfig|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|setAllowedNetworkTypes|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|setAllowedNetworkTypesForReason|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|setCallComposerStatus|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|setForbiddenPlmns|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|setNetworkSelectionModeAutomatic|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|setNetworkSelectionModeManual|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|setNetworkSelectionModeManual|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|setNetworkSelectionModeManual|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|setPreferredNetworkTypeBitmask|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|supplyIccLockPin|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|supplyIccLockPuk|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|supplyPin|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|supplyPinReportResult|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|supplyPuk|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|supplyPukReportResult|android.permission.MODIFY_PHONE_STATE
android.telephony.DeathRecipient|isRadioInterfaceCapabilitySupported|android.permission.READ_PHONE_STATE
android.telephony.DeathRecipient|sendThermalMitigationRequest|android.permission.MODIFY_PHONE_STATE
android.telephony.EmergencyCallDiagnosticParams|getCellBroadcastIdRanges|android.permission.MODIFY_CELL_BROADCASTS
android.telephony.EmergencyCallDiagnosticParams|isDomainSelectionSupported|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.EmergencyCallDiagnosticParams|isNullCipherAndIntegrityPreferenceEnabled|android.permission.READ_PHONE_STATE
android.telephony.EmergencyCallDiagnosticParams|persistEmergencyCallDiagnosticData|android.permission.DUMP
android.telephony.EmergencyCallDiagnosticParams|setCellBroadcastIdRanges|android.permission.MODIFY_CELL_BROADCASTS
android.telephony.EmergencyCallDiagnosticParams|setNullCipherAndIntegrityEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.FinancialSmsCallback|clearStorageMonitorMemoryStatusOverride|android.permission.MODIFY_PHONE_STATE
android.telephony.FinancialSmsCallback|getSmsMessagesForFinancialApp|android.permission.SMS_FINANCIAL_TRANSACTIONS
android.telephony.FinancialSmsCallback|getSmscAddress|android.permission.READ_PHONE_STATE, android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.FinancialSmsCallback|getSmscIdentity|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.FinancialSmsCallback|resetAllCellBroadcastRanges|android.permission.MODIFY_CELL_BROADCASTS
android.telephony.FinancialSmsCallback|setPremiumSmsConsent|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.MODIFY_PHONE_STATE
android.telephony.FinancialSmsCallback|setSmscAddress|android.permission.MODIFY_PHONE_STATE
android.telephony.FinancialSmsCallback|setStorageMonitorMemoryStatusOverride|android.permission.MODIFY_PHONE_STATE
android.telephony.ModemActivityInfoException|getServiceStateForSubscriber|android.permission.READ_PHONE_STATE, android.permission.ACCESS_COARSE_LOCATION
android.telephony.ModemActivityInfoException|requestModemActivityInfo|android.permission.MODIFY_PHONE_STATE
android.telephony.ModemErrorException|getNetworkSlicingConfiguration|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ModemErrorException|isPremiumCapabilityAvailableForPurchase|android.permission.READ_BASIC_PHONE_STATE
android.telephony.ModemErrorException|isRemovableEsimDefaultEuicc|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ModemErrorException|purchasePremiumCapability|android.permission.INTERNET, android.permission.READ_BASIC_PHONE_STATE
android.telephony.ModemErrorException|registerCarrierPrivilegesCallback|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ModemErrorException|setRemovableEsimAsDefaultEuicc|android.permission.MODIFY_PHONE_STATE
android.telephony.ModemErrorException|setVoiceServiceStateOverride|android.permission.BIND_TELECOM_CONNECTION_SERVICE, android.permission.ACCESS_FINE_LOCATION
android.telephony.ModemErrorException|unregisterCarrierPrivilegesCallback|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|addSubscriptionsIntoGroup|android.permission.MODIFY_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|canDisablePhysicalSubscription|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|getActiveSubscriptionInfo|android.permission.READ_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|getActiveSubscriptionInfoCount|android.permission.READ_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|getActiveSubscriptionInfoForIcc|android.permission.READ_PRIVILEGED_PHONE_STATE
